date,sentiment,impact,positive,negative,sentiment_score,news_tkids
2024-10-16,0.8,0.4,True,False,0.9993335604667664,"[3, 30797, 3889, 15887, 2, 49, 28074, 11, 56, 18782, 7, 30735, 12928, 1684, 1600, 585, 100, 6, 18064, 85, 3157, 1896, 30735, 12928, 1684, 585, 21, 85, 9693, 251, 30735, 12928, 1684, 30802, 26636, 246, 585, 6, 25349, 4]"
2024-10-15,1.0,0.6,True,False,0.9996930360794068,"[3, 30797, 463, 2, 12685, 585, 30797, 3889, 15887, 30797, 4867, 6402, 1530, 7085, 251, 7587, 14, 6, 30700, 3889, 15887, 30708, 12941, 4121, 85, 1342, 30842, 15953, 7148, 30708, 30690, 30691, 3603, 1713, 420, 85, 20906, 6250, 1830, 4]"
2024-10-15,0.6,0.4,False,False,0.9943578839302064,"[3, 30797, 3889, 15887, 2, 2038, 30693, 6756, 2, 30797, 12516, 9589, 505, 585, 33, 1280, 1329, 2, 212, 213, 19, 30691, 9250, 30690, 12083, 898, 585, 2, 30802, 21235, 63, 2, 585, 8, 30842, 30699, 48, 2, 3133, 4]"
2024-10-15,0.8,0.6,False,False,0.9560177326202391,"[3, 30797, 3889, 15887, 30797, 4867, 680, 56, 893, 1763, 28, 2, 12685, 585, 2750, 19, 6321, 604, 85, 20906, 7666, 3603, 904, 1429, 4333, 1240, 275, 48, 30735, 3273, 2619, 219, 584, 48, 30761, 6756, 108, 9315, 30797, 4]"
2024-10-15,1.0,0.6,True,False,0.5795499682426453,"[3, 30797, 3889, 15887, 30797, 4867, 49, 28074, 239, 56, 18145, 7617, 2, 2166, 28, 2, 2, 30813, 15900, 2600, 30802, 8293, 23483, 3810, 30700, 13439, 688, 2, 48, 2, 2166, 8396, 9, 157, 5703, 6101, 8, 975, 620, 4]"
2024-10-10,1.0,0.6,True,False,0.9998067021369934,"[3, 30797, 3889, 15887, 63, 30842, 15966, 246, 2, 30708, 24213, 30708, 4345, 63, 12685, 35, 6, 23565, 5500, 23233, 2031, 30868, 22719, 4459, 3403, 941, 3157, 585, 20, 59, 30842, 15966, 246, 1421, 2539, 74, 168, 62, 48, 4]"
2024-10-03,1.0,0.4,False,False,0.9738611578941344,"[3, 30797, 3889, 15887, 680, 30691, 15966, 246, 2, 30708, 24213, 30708, 4345, 63, 585, 859, 3832, 3270, 8, 4114, 7, 2359, 1306, 1678, 30692, 22719, 4459, 1115, 48, 2, 941, 2619, 1017, 19, 2764, 89, 23, 909, 1429, 4]"
2024-10-02,1.0,0.6,True,False,0.9320903420448304,"[3, 30797, 3889, 15887, 2, 2, 49, 2, 30842, 15966, 246, 2, 11, 143, 955, 2, 30842, 15966, 246, 30856, 26153, 20667, 63, 3230, 48, 2, 56, 7907, 471, 1708, 2, 30842, 15966, 246, 1421, 9, 6845, 445, 129, 4]"
2024-10-01,0.8,0.4,True,False,0.8244836926460266,"[3, 30797, 3889, 15887, 2, 8, 2, 29, 2, 30797, 30693, 30698, 2, 585, 11, 735, 85, 9, 85, 2300, 8718, 20216, 20441, 437, 1280, 3275, 85, 7651, 3133, 2, 585, 19, 30842, 30699, 1787, 30802, 24092, 505, 585, 4]"
2024-09-18,0.8,0.4,True,False,0.999845027923584,"[3, 30797, 3889, 15887, 63, 2, 20, 30842, 15966, 246, 8, 30755, 17074, 85, 30813, 26884, 2247, 2, 2, 99, 21, 3288, 143, 64, 8, 56, 1763, 48, 2, 20, 30842, 15966, 246, 988, 21, 129, 2383, 739, 62, 4]"
2024-09-17,1.0,0.4,False,False,0.9975740313529968,"[3, 30797, 3889, 15887, 49, 680, 6, 296, 7, 30691, 15966, 246, 2, 30708, 24213, 30708, 4345, 3263, 30868, 22719, 4459, 1115, 85, 1431, 585, 859, 30842, 15966, 246, 1421, 2047, 603, 9, 4114, 7, 634, 3332, 2359, 48, 4]"
2024-09-16,0.6,0.4,True,False,0.9997264742851256,"[3, 2, 2, 8, 30797, 3889, 15887, 2, 30802, 19877, 63, 2, 29, 680, 1198, 17074, 85, 62, 585, 6739, 85, 227, 85, 1051, 2138, 3603, 1569, 4057, 3662, 5356, 48, 2, 36, 1627, 2, 11699, 3662, 19, 2, 4]"
2024-09-13,1.0,0.4,True,False,0.9639390110969543,"[3, 30797, 3889, 15887, 30755, 14045, 597, 30846, 2600, 30797, 30694, 30695, 17, 795, 9, 296, 14, 38, 11437, 4446, 3057, 585, 7974, 223, 951, 19, 30692, 22719, 4459, 1916, 11421, 11, 207, 24, 1588, 4851, 2, 2, 48, 4]"
2024-09-10,0.8,0.4,True,False,0.6678959727287292,"[3, 2, 30761, 17035, 2, 30846, 6615, 15430, 2, 8, 30797, 3889, 15887, 2, 30802, 19877, 63, 2, 29, 23930, 6271, 268, 104, 1647, 585, 2750, 19, 2870, 115, 2, 8, 4819, 4698, 48, 30735, 3273, 2660, 219, 584, 4]"
2024-09-10,1.0,0.4,True,False,0.9992859959602356,"[3, 30797, 3889, 15887, 2, 49, 680, 14971, 2047, 3270, 14, 30842, 15966, 246, 1421, 27887, 6959, 28, 30797, 3889, 15887, 2, 585, 209, 10, 85, 642, 8, 1280, 48, 2, 1643, 1017, 471, 377, 30689, 894, 9, 1104, 4]"
2024-09-05,0.6,0.6,True,False,0.9997779726982116,"[3, 30813, 2399, 7527, 2, 2, 30813, 13258, 13178, 2, 30813, 2399, 7527, 49, 8799, 30700, 3889, 15887, 2, 30802, 19877, 63, 2, 1713, 120, 14, 38, 2, 30755, 22637, 11526, 30846, 2809, 585, 31, 36, 3851, 6, 907, 4]"
2024-08-28,0.8,0.6,True,False,0.9980552196502686,"[3, 2, 49, 680, 6, 236, 1059, 2, 30842, 7953, 11110, 604, 30813, 13258, 21240, 30802, 19877, 585, 11, 1102, 205, 1200, 9, 10836, 6, 27956, 8, 113, 7, 307, 207, 3669, 2, 10744, 63, 19, 2, 48, 2, 4]"
2024-08-22,1.0,0.4,True,False,0.9996291399002076,"[3, 30797, 3889, 15887, 2, 30802, 19877, 63, 2, 49, 2038, 38, 30700, 13271, 30842, 9468, 21141, 30755, 10307, 25247, 363, 2, 585, 859, 175, 564, 4540, 14, 2376, 24523, 63, 8, 2259, 724, 25082, 243, 10, 30755, 10307, 4]"
2024-08-20,0.8,0.6,False,False,0.9740142226219176,"[3, 30797, 3889, 15887, 2, 8, 2, 29, 680, 30696, 223, 7, 30755, 14095, 585, 11, 3941, 85, 3816, 8849, 3133, 817, 9, 30842, 9250, 30690, 12083, 898, 585, 2, 30802, 21235, 63, 2, 585, 30802, 24092, 505, 585, 4]"
2024-08-16,0.6,0.6,True,False,0.9993174076080322,"[3, 2, 30802, 5996, 63, 30761, 2732, 8724, 585, 890, 2, 2, 48, 2, 2, 585, 49, 1643, 38, 306, 10, 30813, 6374, 2877, 115, 11, 1647, 20, 30700, 3889, 15887, 63, 2, 2, 30842, 15966, 246, 2, 30813, 4]"
2024-08-14,1.0,0.2,True,False,0.99955552816391,"[3, 2, 585, 11, 1001, 3029, 477, 37, 585, 49, 2, 18, 38, 807, 2527, 1496, 14, 18145, 7617, 2, 24523, 63, 48, 2, 1647, 14529, 9, 962, 2870, 8, 7739, 10, 6, 477, 1058, 48, 2, 36, 2035, 4]"
2024-08-08,0.6,0.4,False,True,0.9024935364723206,"[3, 2, 8, 2, 4251, 6, 2, 30802, 15397, 894, 19886, 10893, 85, 4800, 4038, 3603, 4991, 7, 1722, 242, 6114, 2, 8, 7525, 1371, 7, 10100, 85, 1645, 48, 2, 824, 6452, 48, 898, 739, 7, 6, 1371, 4]"
2024-08-01,0.6,0.6,True,False,0.9998353719711304,"[3, 30797, 3889, 15887, 48, 6969, 2, 330, 2, 12685, 39, 83, 585, 20, 46, 45, 690, 685, 739, 9, 30805, 10363, 48, 3859, 227, 48, 30868, 24770, 55, 1851, 9, 30805, 1623, 48, 1181, 227, 585, 195, 46, 4]"
2024-07-25,1.0,0.4,True,False,0.9997392296791076,"[3, 2, 2, 8, 30700, 3889, 15887, 2, 2, 29, 680, 11, 661, 2138, 9, 811, 29336, 1530, 2, 1026, 9899, 1018, 48, 2, 2, 49, 2054, 2, 18, 38, 661, 2527, 1496, 9, 1281, 8, 1890, 56, 4580, 4]"
2024-07-18,0.6,0.4,True,False,0.998835027217865,"[3, 30797, 3889, 15887, 48, 6969, 2, 49, 680, 38, 4117, 18445, 7717, 47, 12685, 39, 83, 748, 347, 585, 1672, 2, 585, 30797, 17183, 2031, 428, 585, 12685, 585, 28, 7422, 4154, 48, 1276, 48, 2, 4154, 48, 4]"
2024-07-18,1.0,0.6,True,False,0.9997490048408508,"[3, 30797, 3889, 15887, 2, 680, 15, 30691, 15966, 246, 30708, 4345, 12685, 18077, 38, 2952, 3157, 585, 20, 956, 45, 8, 59, 764, 449, 74, 42, 949, 30842, 15966, 246, 30708, 4345, 941, 48, 30735, 3273, 2660, 219, 4]"
2024-07-11,1.0,0.4,True,False,0.99982750415802,"[3, 30797, 3889, 15887, 2, 30802, 19877, 63, 2, 8, 2, 29, 1643, 104, 1647, 9, 1713, 18145, 7617, 2, 722, 585, 8953, 4057, 1086, 182, 585, 8, 4088, 844, 52, 1173, 48, 30846, 10458, 21768, 1071, 2, 938, 4]"
2024-07-11,1.0,0.4,True,False,0.9950442314147948,"[3, 30797, 3889, 15887, 2, 2, 17, 6363, 38, 27151, 30842, 15966, 246, 30708, 4345, 941, 19, 2, 1773, 585, 859, 2047, 3270, 14, 30842, 15966, 246, 1421, 48, 2, 2409, 3962, 585, 1421, 110, 603, 76, 898, 27, 4]"
2024-07-10,0.6,0.4,True,False,0.9916520714759828,"[3, 30797, 3889, 15887, 2, 30802, 19877, 63, 2, 49, 2038, 2, 30797, 6465, 30802, 8293, 23483, 585, 11, 56, 18145, 7617, 2, 85, 7815, 205, 15, 21313, 16141, 6, 4073, 7, 1087, 85, 2899, 1026, 48, 2, 205, 4]"
2024-06-25,1.0,0.4,False,False,0.9949517250061036,"[3, 30797, 3889, 15887, 63, 27151, 30842, 15966, 246, 30708, 4345, 941, 17, 795, 14, 2, 1773, 8, 1916, 585, 859, 4114, 7, 2047, 2359, 14, 30842, 15966, 246, 1421, 610, 59, 74, 2197, 1754, 48, 30708, 24213, 63, 4]"
2024-06-20,0.8,0.4,True,False,0.9991506338119508,"[3, 30797, 3889, 15887, 2, 49, 680, 56, 2282, 2619, 7151, 28, 18090, 8, 8618, 8864, 4350, 14, 54, 175, 585, 100, 424, 4768, 585, 11637, 585, 8, 542, 1508, 48, 2, 7587, 57, 2333, 28, 6, 30797, 3889, 4]"
2024-06-18,0.8,0.4,True,False,0.9932411909103394,"[3, 2, 585, 33, 30797, 3889, 15887, 37, 585, 49, 2333, 2, 30755, 7446, 10345, 585, 11, 56, 3851, 14, 38, 11309, 375, 213, 9, 2, 30802, 7986, 19984, 26188, 30842, 18287, 30842, 7160, 175, 48, 2, 30755, 7446, 4]"
2024-06-14,0.8,0.4,True,False,0.9535083770751952,"[3, 30797, 3889, 15887, 2, 2, 49, 28074, 38, 2, 2, 7, 6, 2, 30802, 688, 2, 585, 20, 30842, 11378, 8749, 604, 30856, 4265, 8964, 63, 5184, 2, 1001, 6, 1988, 48, 2, 30797, 3889, 15887, 2, 30856, 4]"
2024-06-13,1.0,0.4,True,False,0.9997217059135436,"[3, 2, 585, 2470, 37, 7, 2, 30846, 15552, 30797, 25484, 8, 30802, 7782, 2, 585, 49, 13772, 20, 30797, 3889, 15887, 63, 30842, 3602, 10728, 30735, 25993, 4983, 9, 1869, 2894, 2863, 9, 2184, 30802, 22388, 30797, 26709, 4]"
2024-06-13,1.0,0.2,True,False,0.9997511506080629,"[3, 30868, 445, 2, 1412, 585, 12685, 585, 6, 30761, 17035, 30802, 21395, 2711, 30813, 27042, 15310, 30761, 30690, 30699, 21157, 268, 6, 6972, 7, 38, 30755, 30690, 30698, 30842, 19391, 24, 15382, 223, 1722, 3960, 7962, 3022, 8, 4]"
2024-06-13,0.8,0.6,False,False,0.8248524069786072,"[3, 30797, 3889, 15887, 2, 30802, 19877, 63, 2, 49, 1913, 30805, 7422, 27, 9, 393, 8842, 63, 1337, 18145, 7617, 2, 1026, 48, 2, 902, 36, 216, 2, 2572, 585, 15929, 4508, 6139, 585, 8, 2562, 585, 760, 4]"
2024-06-12,1.0,0.4,True,False,0.999826967716217,"[3, 30797, 3889, 15887, 2, 30802, 19877, 63, 2, 585, 11, 1070, 7, 30797, 3889, 15887, 585, 680, 6, 1348, 7, 11, 56, 2, 1169, 1630, 10, 2, 24, 634, 13879, 48, 2, 2, 30797, 13271, 30842, 9468, 21141, 4]"
2024-06-10,0.4,0.2,False,False,0.9992641806602478,"[3, 2, 30761, 17035, 30802, 21395, 2711, 30813, 27042, 15310, 30761, 30690, 30699, 49, 1533, 11, 125, 585, 2, 2, 7, 2, 8, 30755, 30690, 30698, 63, 30856, 16265, 6683, 30856, 15509, 1587, 30868, 5175, 12971, 63, 585, 31, 4]"
2024-06-07,0.6,0.4,True,False,0.7760944962501526,"[3, 30797, 3889, 15887, 2, 15046, 30761, 6756, 2, 30797, 12516, 9589, 505, 585, 33, 1329, 2, 6363, 19, 30868, 22719, 4459, 1099, 585, 12685, 585, 14, 30842, 9250, 30690, 12083, 898, 585, 2, 30802, 21235, 63, 2, 585, 4]"
2024-06-03,1.0,0.6,True,False,0.9901406168937684,"[3, 18178, 30699, 13563, 585, 11, 1001, 1286, 14, 635, 341, 37, 10, 6, 30739, 30690, 585, 49, 6279, 30735, 20131, 5451, 994, 30802, 7986, 7894, 9853, 1585, 18, 30813, 20115, 1423, 2, 30868, 25161, 687, 585, 343, 2, 4]"
2024-05-30,1.0,0.6,True,False,0.9984592199325562,"[3, 30797, 3889, 15887, 2, 2, 8, 2, 680, 11, 1647, 585, 3372, 30842, 15966, 246, 1421, 9, 440, 23, 2, 797, 1787, 30797, 3889, 15887, 48, 6969, 8, 6, 30797, 3889, 15887, 30802, 16084, 6959, 6237, 48, 30842, 4]"
2024-05-29,1.0,0.4,True,False,0.9998192191123962,"[3, 30797, 3889, 15887, 2, 30802, 19877, 63, 2, 8, 30802, 30700, 30691, 29, 680, 33, 1643, 2138, 9, 1713, 1087, 2718, 1872, 2, 6031, 504, 18145, 7617, 2, 48, 2, 661, 1647, 15928, 30802, 30700, 30691, 2, 30813, 4]"
2024-05-22,1.0,0.2,True,False,0.9998112320899964,"[3, 2, 2, 30761, 20632, 30797, 25484, 8, 30856, 10183, 12871, 29, 680, 6, 1388, 8, 256, 1413, 7, 6, 2430, 2, 2, 30802, 8251, 16117, 604, 30802, 10587, 437, 30842, 27120, 428, 10, 30755, 11540, 3263, 30813, 16255, 4]"
2024-05-21,1.0,0.8,True,False,0.9998493194580078,"[3, 30739, 19862, 251, 30761, 15648, 979, 2, 49, 1858, 38, 306, 1647, 20, 2, 2, 30755, 9730, 737, 30755, 4345, 5969, 602, 48, 2, 320, 1063, 24177, 2, 18, 6, 618, 3111, 14, 2, 2, 585, 7098, 6, 4]"
2024-05-02,0.6,0.4,True,False,0.9998062252998352,"[3, 30813, 18290, 251, 30690, 7733, 3349, 8, 2, 29, 1858, 104, 661, 1647, 9, 2446, 2527, 501, 8, 2, 2870, 48, 30797, 3889, 15887, 17, 22023, 12807, 38, 13054, 1064, 19, 6, 30813, 18290, 251, 30690, 7733, 3349, 4]"
2024-05-01,1.0,0.2,True,False,0.9859588742256165,"[3, 30797, 3889, 15887, 2, 27441, 951, 38, 167, 300, 30802, 20952, 2, 30755, 25260, 9, 393, 856, 565, 10, 6, 30739, 48, 30802, 585, 5638, 6, 30802, 20952, 2, 30802, 26088, 6328, 30802, 8293, 23483, 8, 6, 12685, 4]"
2024-04-30,0.6,0.6,True,False,0.999852180480957,"[3, 30797, 3889, 15887, 48, 6969, 585, 2, 48, 2, 2, 330, 253, 39, 83, 14, 2, 12685, 585, 20, 46, 45, 129, 1412, 739, 9, 30805, 11454, 48, 547, 227, 585, 432, 24, 64, 10, 69, 1183, 48, 4]"
2024-04-30,0.8,0.4,True,False,0.9994320273399352,"[3, 30797, 3889, 15887, 2, 30802, 19877, 63, 585, 2, 48, 2, 15046, 6, 236, 1059, 7, 30797, 3889, 15887, 2, 585, 11, 18145, 7617, 2, 85, 7815, 12012, 15, 18413, 532, 182, 8, 14525, 713, 243, 14, 193, 4]"
2024-04-23,0.8,0.4,True,False,0.9989513158798218,"[3, 30797, 3889, 15887, 2, 30802, 19877, 63, 585, 2, 48, 2, 585, 11, 1070, 7, 30797, 3889, 15887, 48, 6969, 585, 2, 48, 2, 2, 585, 24012, 56, 1763, 14, 30797, 3889, 15887, 2, 585, 6131, 20169, 7, 4]"
2024-04-23,1.0,0.4,False,False,0.9259251952171326,"[3, 30797, 3889, 15887, 2, 2, 4682, 11, 536, 85, 121, 6671, 1075, 2420, 14, 30842, 15966, 246, 1421, 8, 2, 175, 10, 76, 547, 585, 1264, 7317, 10, 6, 30739, 48, 30802, 48, 30868, 17680, 223, 9154, 6671, 4]"
2024-04-16,0.6,0.4,False,False,0.9902483820915222,"[3, 30797, 3889, 15887, 48, 6969, 585, 2, 48, 2, 36, 4039, 11, 748, 347, 9, 1982, 38, 78, 47, 12685, 39, 83, 19, 30797, 22801, 1000, 585, 12685, 48, 2, 941, 36, 25, 6629, 3209, 8, 213, 14, 4]"
2024-04-04,1.0,0.4,False,False,0.951464831829071,"[3, 2, 30797, 25484, 30846, 2809, 1123, 20, 30797, 13439, 2012, 9, 446, 11, 3941, 85, 2704, 1128, 4974, 8, 25262, 3095, 1189, 14, 9096, 48, 2, 2138, 377, 735, 10, 85, 416, 9683, 30797, 13439, 2012, 1189, 585, 4]"
2024-03-26,0.8,0.6,True,False,0.9997081160545348,"[3, 30802, 152, 30842, 2, 30813, 14658, 13692, 2711, 2, 12377, 63, 20, 30797, 3889, 15887, 2, 30802, 19877, 63, 9, 216, 477, 228, 20, 1425, 6289, 243, 8, 2, 2166, 585, 12857, 1076, 4675, 48, 2, 1647, 14529, 4]"
2024-03-18,0.8,0.4,True,False,0.999829649925232,"[3, 2, 8, 2, 5361, 6, 1244, 7, 2, 2, 2, 2, 85, 114, 30797, 3889, 15887, 30856, 30699, 602, 6741, 8, 2, 2, 30813, 22269, 251, 9, 2446, 2, 207, 48, 2, 2138, 14529, 9, 216, 229, 85, 4]"
2024-03-18,1.0,0.4,True,False,0.9993869066238404,"[3, 2, 8, 2, 5361, 6, 1348, 7, 11, 30755, 24309, 26691, 1701, 30797, 4989, 9104, 9445, 2, 2, 9, 3838, 6, 9438, 7, 2488, 1026, 19, 2, 30813, 22269, 251, 48, 2, 3509, 14529, 9, 216, 1472, 585, 4]"
2024-03-14,1.0,0.4,True,False,0.9998533725738524,"[3, 2, 585, 33, 30797, 3889, 15887, 37, 585, 24012, 6, 165, 85, 1162, 2, 30755, 8000, 513, 11309, 20, 2281, 2619, 266, 1451, 7066, 585, 30846, 30697, 30698, 2748, 7549, 585, 7692, 1853, 7, 742, 585, 8, 627, 4]"
2024-02-29,1.0,0.4,True,False,0.8007463812828064,"[3, 2, 8, 2, 3428, 6, 2, 30802, 15397, 894, 9, 2828, 3851, 7393, 2688, 10, 10100, 585, 100, 30797, 20479, 7376, 387, 30797, 9418, 27144, 63, 2, 8, 30842, 6507, 30846, 2600, 63, 48, 2, 125, 2660, 15, 4]"
2024-02-26,1.0,0.4,True,False,0.9537279009819032,"[3, 30797, 3889, 15887, 2, 30802, 19877, 63, 2, 585, 11, 1070, 7, 30797, 3889, 15887, 48, 6969, 585, 2, 48, 2, 585, 17, 6363, 11, 56, 2, 1169, 2, 10, 30755, 3124, 11241, 24, 634, 13879, 585, 948, 4]"
2024-02-01,0.6,0.6,True,False,0.9998599290847778,"[3, 30797, 3889, 15887, 2, 680, 38, 39, 83, 14, 2, 10100, 585, 590, 11, 1623, 739, 61, 10, 46, 45, 9, 30805, 5746, 48, 3859, 227, 585, 20, 30761, 20632, 30797, 25484, 247, 45, 129, 1412, 739, 585, 4]"
2024-01-29,0.6,0.6,False,True,0.9984637498855592,"[3, 30797, 3889, 15887, 63, 1505, 255, 7, 2, 49, 95, 3070, 73, 9, 1931, 7, 257, 648, 10, 6, 30856, 24062, 1585, 30739, 17132, 445, 585, 520, 10, 11, 188, 14, 1613, 585, 776, 585, 8, 2870, 48, 4]"
2024-01-29,0.6,0.6,False,True,0.9972102046012878,"[3, 30797, 3889, 15887, 8, 2, 29, 16652, 1732, 9, 2629, 104, 255, 320, 73, 9, 6, 1931, 7, 257, 648, 10, 6, 30856, 24062, 1585, 30739, 17132, 445, 48, 2, 1301, 585, 2915, 2327, 19, 30797, 17183, 2031, 4]"
2024-01-20,1.0,0.4,True,False,0.7993171215057373,"[3, 2, 30735, 8777, 9894, 49, 95, 4251, 6, 2, 2, 2, 2, 30797, 9418, 28, 6, 30802, 28695, 3415, 2, 2, 48, 2, 3428, 17, 964, 24, 2, 243, 19, 6, 606, 607, 7, 76, 1722, 27, 1844, 4]"
2024-01-19,1.0,0.2,True,False,0.9953712821006776,"[3, 2, 30761, 17035, 30802, 21395, 2711, 30813, 27042, 15310, 17, 3428, 223, 129, 9, 30805, 7477, 585, 18656, 115, 6, 2, 9, 30802, 17873, 8769, 2, 2457, 8, 30755, 30690, 30698, 30802, 17873, 8769, 30842, 20837, 463, 2, 4]"
2024-01-18,0.6,0.4,True,False,0.8471208214759827,"[3, 30797, 3889, 15887, 48, 6969, 585, 2, 48, 2, 2, 36, 871, 11, 748, 347, 9, 1982, 38, 326, 47, 10100, 39, 83, 19, 2, 428, 585, 12685, 48, 2, 941, 36, 25, 6629, 3209, 8, 6, 4766, 4]"
2024-01-10,0.8,0.2,True,False,0.8185846209526062,"[3, 30761, 17035, 30802, 21395, 2711, 30813, 27042, 15310, 585, 20, 902, 23, 30797, 3889, 15887, 2, 2, 585, 2688, 6, 9895, 17183, 7527, 8400, 10, 6, 30755, 30690, 30698, 30802, 17873, 8769, 2, 30842, 19391, 30813, 14658, 11880, 4]"
2024-01-10,1.0,0.4,True,False,0.9991713762283324,"[3, 30797, 3889, 15887, 2, 15928, 2, 20, 30842, 15966, 246, 14, 30802, 9294, 14945, 30813, 14658, 11378, 246, 30813, 22269, 251, 585, 859, 56, 2619, 14, 30739, 48, 30802, 48, 85, 114, 6703, 48, 2, 1244, 1708, 13103, 4]"
2024-01-04,1.0,0.4,False,False,0.9976006150245668,"[3, 2, 10138, 1652, 48, 6426, 13059, 48, 6969, 15046, 30708, 9245, 30842, 8010, 2, 18, 6, 242, 842, 8793, 7, 12685, 585, 114, 19, 499, 606, 607, 7, 76, 2823, 27, 1844, 12899, 48, 2, 2047, 243, 17, 4]"
2023-12-22,1.0,0.4,True,False,0.9934384226799012,"[3, 2, 30856, 19584, 18232, 2, 2, 8, 30797, 13439, 2012, 585, 33, 30797, 3889, 15887, 37, 585, 29, 680, 11, 2138, 9, 1869, 11835, 8, 4766, 26863, 1579, 14, 6, 78, 169, 48, 2, 1647, 14529, 9, 2389, 4]"
2023-12-20,1.0,0.4,False,False,0.9972622394561768,"[3, 30797, 3889, 15887, 2, 30802, 19877, 63, 2, 2, 2, 4682, 2, 30813, 6374, 2877, 2, 30813, 23290, 3542, 2, 585, 948, 33, 402, 30805, 1916, 48, 1431, 227, 10, 30813, 6374, 2877, 115, 5969, 767, 48, 30797, 4]"
2023-12-05,1.0,0.4,False,False,0.9995042085647584,"[3, 2, 30797, 7943, 27042, 17828, 2, 2, 585, 30802, 21235, 63, 585, 8, 30802, 4784, 63, 7, 10100, 30868, 15649, 29430, 26244, 8, 2, 30846, 6507, 7, 30739, 63, 2, 30802, 3067, 25099, 30842, 268, 3602, 30842, 20284, 4]"
2023-11-30,0.8,0.4,True,False,0.9996054768562316,"[3, 30797, 3889, 15887, 2, 30802, 19877, 63, 2, 680, 15, 2, 585, 6, 907, 63, 1001, 2337, 7, 56, 477, 2703, 2, 585, 49, 2054, 2, 18, 38, 807, 2527, 1496, 14, 38, 5068, 1777, 1241, 48, 2, 4]"
2023-11-30,1.0,0.4,True,False,0.99972802400589,"[3, 2, 48, 6969, 2, 2, 2, 12377, 63, 20, 2, 9, 962, 2870, 10, 2066, 6697, 585, 11186, 990, 585, 8, 233, 205, 48, 2, 15510, 320, 20, 2, 36, 1223, 2, 48, 6969, 2, 9, 763, 2, 4]"
